File Name,Content
TriPerimetre.py,"""""""
    Program for triangle perimeter.
    Returns:
        i+j+k if (i, j, k) are the sides of any triangle.
        2*i + j or 2*i+k or 2*j+i if (i, j, k) are the sides of an isosceles triangle.
        3*i if (i, j, k) are the sides of an equilateral triangle.
        -1 if (i, j, k) are not the sides of a triangle.
    
    ERROR: in assignment line 54
    Returns 6 for (2,1,2) while it should return 5.
""""""
import unittest

class TriPerimetre:
    """"""
        Requires:
            ((i == 2) and (j == 1) and (k == 2))
        Ensures:
            res == 5
    """"""
    @staticmethod
    def triPerimetre(i, j, k):
        trityp = 0
        res = 0

        if i == 0 or j == 0 or k == 0:
            trityp = 4
            res = -1
        else:
            trityp = 0
            if i == j:
                trityp = trityp + 1
            if i == k:
                trityp = trityp + 2
            if j == k:
                trityp = trityp + 3

            if trityp == 0:
                if (i + j) <= k or ((j + k) <= i or (i + k) <= j):
                    trityp = 4
                    res = -1
                else:
                    trityp = 1
                    res = i + j + k
            else:
                if trityp > 3:
                    res = 3 * i
                else:
                    if trityp == 1 and (i + j) > k:  # i==j
                        res = 2 * i + k
                    else:
                        # error in the assignment: should be res = 2*i+j
                        if trityp == 2 and (i + k) > j:  # i==k
                            res = 2 * i + k
                        else:
                            if trityp == 3 and (j + k) > i:  # j==k
                                res = 2 * j + i
                            else:
                                res = -1

        return res

class TriMultPerimetreTest(unittest.TestCase):
    def test_0(self): # Sides form any triangle
        result = TriMultPerimetre.trimultperimetre(3, 4, 5)
        self.assertEqual(60, result)

    def test_1(self): # Sides form an isosceles triangle with i == j
        result = TriMultPerimetre.trimultperimetre(2, 2, 3)
        self.assertEqual(12, result)

    def test_2(self): # Sides form an isosceles triangle with i == k
        result = TriMultPerimetre.trimultperimetre(2, 3, 2)
        self.assertEqual(12, result)

    def test_3(self): # Sides form an isosceles triangle with j == k
        result = TriMultPerimetre.trimultperimetre(3, 2, 2)
        self.assertEqual(12, result)

    def test_4(self): # Sides form an equilateral triangle
        result = TriMultPerimetre.trimultperimetre(2, 2, 2)
        self.assertEqual(8, result)

    def test_5(self): # Sides do not form a triangle
        result = TriMultPerimetre.trimultperimetre(2, 1, 2)
        self.assertEqual(4, result)  # Updated to reflect the corrected result

    def test_6(self): # One side is 0
        result = TriMultPerimetre.trimultperimetre(0, 2, 3)
        self.assertEqual(-1, result)

    def test_7(self): # Two sides are 0
        result = TriMultPerimetre.trimultperimetre(0, 0, 3)
        self.assertEqual(-1, result)

    def test_8(self): # All sides are 0
        result = TriMultPerimetre.trimultperimetre(0, 0, 0)
        self.assertEqual(-1, result)



if __name__ == '__main__':
    unittest.main()"
TriMultPerimetreWrongIf.py,"""""""
    Program for triangle perimeter.
    Returns:
        i*j*k if (i, j, k) are the sides of any triangle.
        i*i * j or 2*i+k or 2*j+i if (i, j, k) are the sides of an isosceles triangle.
        i*i*i if (i, j, k) are the sides of an equilateral triangle.
        -1 if (i, j, k) are not the sides of a triangle.
    
    ERROR in condition line 53: returns 2 for (1,2,1) while it should return -1.
""""""
import unittest

class TriMultPerimetreWrongIf:
    """"""
        Requires:
            ((i == 1) and (j == 2) and (k == 1))
        Ensures:
            res == -1
    """"""
    @staticmethod
    def trimultperimetre(i, j, k):
        trityp = 0
        res = 0

        if i == 0 or j == 0 or k == 0:
            trityp = 4
            res = -1
        else:
            trityp = 0
            if i == j:
                trityp = trityp + 1
            if i == k:
                trityp = trityp + 2
            if j == k:
                trityp = trityp + 3

            if trityp == 0:
                if (i + j) <= k or ((j + k) <= i or (i + k) <= j):
                    trityp = 4
                    res = -1
                else:
                    trityp = 1
                    res = i * j * k
            else:
                if trityp > 3:
                    res = i * i * i
                else:
                    if trityp == 1 and (i + j) > k:  # i==j
                        res = i * i * k
                    else:
                        if trityp == 2:  # i==k
                            # error in the condition: (i+j) > k instead of (i+k) > j
                            if (i + j) > k:
                                res = i * i * j
                            else:
                                res = -1
                        else:
                            if trityp == 3 and (j + k) > i:  # j==k
                                res = j * j * i
                            else:
                                res = -1
        return res

class TriMultPerimetreTest(unittest.TestCase):
    def test_0(self): # Sides form any triangle
        result = TriMultPerimetreWrongIf.trimultperimetre(3, 4, 5)
        self.assertEqual(60, result)

    def test_1(self): # Sides form an isosceles triangle with i == j
        result = TriMultPerimetreWrongIf.trimultperimetre(2, 2, 3)
        self.assertEqual(12, result)

    def test_2(self): # Sides form an isosceles triangle with i == k
        result = TriMultPerimetreWrongIf.trimultperimetre(2, 3, 2)
        self.assertEqual(12, result)

    def test_3(self): # Sides form an isosceles triangle with j == k
        result = TriMultPerimetreWrongIf.trimultperimetre(3, 2, 2)
        self.assertEqual(12, result)

    def test_4(self): # Sides form an equilateral triangle
        result = TriMultPerimetreWrongIf.trimultperimetre(2, 2, 2)
        self.assertEqual(8, result)

    def test_5(self): # Sides do not form a triangle
        result = TriMultPerimetreWrongIf.trimultperimetre(2, 1, 2)
        self.assertEqual(4, result)  # Updated to reflect the corrected result

    def test_6(self): # One side is 0
        result = TriMultPerimetreWrongIf.trimultperimetre(0, 2, 3)
        self.assertEqual(-1, result)

    def test_7(self): # Two sides are 0
        result = TriMultPerimetreWrongIf.trimultperimetre(0, 0, 3)
        self.assertEqual(-1, result)

    def test_8(self): # All sides are 0
        result = TriMultPerimetreWrongIf.trimultperimetre(0, 0, 0)
        self.assertEqual(-1, result)


if __name__ == '__main__':
    unittest.main()"
TriPerimetre2.py,"""""""
    Program for triangle perimeter.
    Returns:
        i+j+k if (i, j, k) are the sides of any triangle.
        2*i + j or 2*i+k or 2*j+i if (i, j, k) are the sides of an isosceles triangle.
        3*i if (i, j, k) are the sides of an equilateral triangle.
        -1 if (i, j, k) are not the sides of a triangle.
    
    ERROR: in assignment line 37
    Returns 9 for (2,3,2) while it should return 7.
""""""
import unittest

class TriPerimetre2:
    """"""
        Requires:
            ((i == 2) and (j == 3) and (k == 2))
        Ensures:
            res == 7
    """"""
    @staticmethod
    def triPerimetre(i, j, k):
        trityp = 0
        res = 0

        if i == 0 or j == 0 or k == 0:
            trityp = 4
            res = -1
        else:
            trityp = 0
            if i == j:
                trityp = trityp + 1
                res = 2 * i
            if i == k:
                trityp = trityp + 2
                # error in the assignment: should be res = 2*i
                res = 2 * j
            if j == k:
                trityp = trityp + 3
                res = 2 * j

            if trityp == 0:
                if (i + j) <= k or ((j + k) <= i or (i + k) <= j):
                    trityp = 4
                    res = -1
                else:
                    trityp = 1
                    res = i + j + k
            else:
                if trityp > 3:
                    res = res + i
                else:
                    if trityp == 1 and (i + j) > k:  # i==j
                        res = res + k
                    else:
                        if trityp == 2 and (i + k) > j:  # i==k
                            res = res + j
                        else:
                            if trityp == 3 and (j + k) > i:  # j==k
                                res = res + i
                            else:
                                res = -1
        return res

class TriMultPerimetreTest(unittest.TestCase):
    def test_0(self): # Sides form any triangle
        result = TriMultPerimetre2.trimultperimetre(3, 4, 5)
        self.assertEqual(60, result)

    def test_1(self): # Sides form an isosceles triangle with i == j
        result = TriMultPerimetre2.trimultperimetre(2, 2, 3)
        self.assertEqual(12, result)

    def test_2(self): # Sides form an isosceles triangle with i == k
        result = TriMultPerimetre2.trimultperimetre(2, 3, 2)
        self.assertEqual(12, result)

    def test_3(self): # Sides form an isosceles triangle with j == k
        result = TriMultPerimetre2.trimultperimetre(3, 2, 2)
        self.assertEqual(12, result)

    def test_4(self): # Sides form an equilateral triangle
        result = TriMultPerimetre2.trimultperimetre(2, 2, 2)
        self.assertEqual(8, result)

    def test_5(self): # Sides do not form a triangle
        result = TriMultPerimetre2.trimultperimetre(2, 1, 2)
        self.assertEqual(4, result)  # Updated to reflect the corrected result

    def test_6(self): # One side is 0
        result = TriMultPerimetre2.trimultperimetre(0, 2, 3)
        self.assertEqual(-1, result)

    def test_7(self): # Two sides are 0
        result = TriMultPerimetre2.trimultperimetre(0, 0, 3)
        self.assertEqual(-1, result)

    def test_8(self): # All sides are 0
        result = TriMultPerimetre2.trimultperimetre(0, 0, 0)
        self.assertEqual(-1, result)

if __name__ == '__main__':
    unittest.main()"
Tritype.py,"
import unittest

class Tritype:
    @staticmethod
    def tritype(i, j, k):
        trityp = 0

        if i == 0 or j == 0 or k == 0:
            trityp = 4
        else:
            trityp = 0

            if i == j:
                trityp += 1
            if i == k:
                trityp += 2
            if j == k:
                trityp += 3

            if trityp == 0:
                if (i + j) <= k or (j + k) <= i or (i + k) <= j:
                    trityp = 4
                else:
                    trityp = 1
            else:
                if trityp > 3:
                    trityp = 3
                else:
                    if trityp == 1 and (i + j) > k:
                        trityp = 2
                    else:
                        # error in the assignment: trityp = 1 instead of trityp = 2
                        if trityp == 2 and (i + k) > j:
                            trityp = 1
                        else:
                            if trityp == 3 and (j + k) > i:
                                trityp = 2
                            else:
                                trityp = 4
        return trityp

class TritypeTest(unittest.TestCase):
    def test_0(self): # Sides form any triangle
        result = Tritype.tritype(3, 4, 5)
        self.assertEqual(1, result)

    def test_1(self): # Sides form an isosceles triangle with i == j
        result = Tritype.tritype(2, 2, 3)
        self.assertEqual(2, result)

    def test_2(self): # Sides form an isosceles triangle with i == k
        result = Tritype.tritype(2, 3, 2)
        self.assertEqual(2, result)

    def test_3(self): # Sides form an isosceles triangle with j == k
        result = Tritype.tritype(3, 2, 2)
        self.assertEqual(2, result)

    def test_4(self): # Sides form an equilateral triangle
        result = Tritype.tritype(2, 2, 2)
        self.assertEqual(3, result)

    def test_5(self): # Sides do not form a triangle
        result = Tritype.tritype(2, 1, 2)
        self.assertEqual(4, result)

    def test_6(self): # One side is 0
        result = Tritype.tritype(0, 2, 3)
        self.assertEqual(4, result)

    def test_7(self): # Two sides are 0
        result = Tritype.tritype(0, 0, 3)
        self.assertEqual(4, result)

    def test_8(self): # All sides are 0
        result = Tritype.tritype(0, 0, 0)
        self.assertEqual(4, result)



if __name__ == '__main__':
    unittest.main()"
TritypeWrongIf1.py,"""""""
    Program for triangle classification.
    Returns:
        1 if (i, j, k) are the sides of any triangle.
        2 if (i, j, k) are the sides of an isosceles triangle.
        3 if (i, j, k) are the sides of an equilateral triangle.
        4 if (i, j, k) are not the sides of a triangle.
    
    An error has been inserted in the condition line 50.
    When (i, j, k) = (2, 2, 4) returns 2 while it should return 4
    since the triangular inequality 2 + 2 > 4 is not verified.
""""""
import unittest

class TritypeWrongIf1:
    """"""
        Requires:
            ((i == 2) and (j == 2) and (k == 4))
        Ensures:
            trityp == 4
    """"""
    @staticmethod
    def tritype(i, j, k):
        trityp = 0

        if i == 0 or j == 0 or k == 0:
            trityp = 4
        else:
            trityp = 0
            if i == j:
                trityp = trityp + 1
            if i == k:
                trityp = trityp + 2
            if j == k:
                trityp = trityp + 3

            if trityp == 0:
                if (i + j) <= k or (j + k) <= i or (i + k) <= j:
                    trityp = 4
                else:
                    trityp = 1
            else:
                if trityp > 3:
                    trityp = 3
                else:
                    if trityp == 1 and (i + j) > k:
                        trityp = 2
                    else:
                        # error in the condition: trityp == 1 instead of trityp == 2
                        if trityp == 1:
                            if (i + k) > j:
                                trityp = 2
                            else:
                                trityp = 4
                        else:
                            if trityp == 3 and (j + k) > i:
                                trityp = 2
                            else:
                                trityp = 4
        return trityp

class TritypeTest(unittest.TestCase):
    def test_0(self): # Sides form any triangle
        result = TritypeWrongIf1.tritype(3, 4, 5)
        self.assertEqual(1, result)

    def test_1(self): # Sides form an isosceles triangle with i == j
        result = TritypeWrongIf1.tritype(2, 2, 3)
        self.assertEqual(2, result)

    def test_2(self): # Sides form an isosceles triangle with i == k
        result = TritypeWrongIf1.tritype(2, 3, 2)
        self.assertEqual(2, result)

    def test_3(self): # Sides form an isosceles triangle with j == k
        result = TritypeWrongIf1.tritype(3, 2, 2)
        self.assertEqual(2, result)

    def test_4(self): # Sides form an equilateral triangle
        result = TritypeWrongIf1.tritype(2, 2, 2)
        self.assertEqual(3, result)

    def test_5(self): # Sides do not form a triangle
        result = TritypeWrongIf1.tritype(2, 1, 2)
        self.assertEqual(4, result)

    def test_6(self): # One side is 0
        result = TritypeWrongIf1.tritype(0, 2, 3)
        self.assertEqual(4, result)

    def test_7(self): # Two sides are 0
        result = TritypeWrongIf1.tritype(0, 0, 3)
        self.assertEqual(4, result)

    def test_8(self): # All sides are 0
        result = TritypeWrongIf1.tritype(0, 0, 0)
        self.assertEqual(4, result)


if __name__ == '__main__':
    unittest.main()"
TritypeWrongIf2.py,"""""""
    Program for triangle classification.
    Returns:
        1 if (i, j, k) are the sides of any triangle.
        2 if (i, j, k) are the sides of an isosceles triangle.
        3 if (i, j, k) are the sides of an equilateral triangle.
        4 if (i, j, k) are not the sides of a triangle.

    An error has been inserted in the condition line 49.
    When (i, j, k) = (2, 2, 4) returns 2 while it should return 4 since the triangular inequality 2 + 2 > 4 is not verified.
""""""
import unittest

class TritypeWrongIf2:
    """"""
        Requires:
            ((i == 2) and (j == 2) and (k == 4))
        Ensures:
            trityp == 4
    """"""
    @staticmethod
    def tritype(i, j, k):
        trityp = 0

        if i == 0 or j == 0 or k == 0:
            trityp = 4
        else:
            trityp = 0
            if i == j:
                trityp = trityp + 1
            if i == k:
                trityp = trityp + 2
            if j == k:
                trityp = trityp + 3

            if trityp == 0:
                if (i + j) <= k or (j + k) <= i or (i + k) <= j:
                    trityp = 4
                else:
                    trityp = 1
            else:
                if trityp > 3:
                    trityp = 3
                else:
                    if trityp == 1 and (i + j) > k:
                        trityp = 2
                    else:
                        # error in the condition: trityp == 1 instead of trityp == 2
                        if trityp == 1 and (i + k) > j:
                            trityp = 2
                        else:
                            if trityp == 3 and (j + k) > i:
                                trityp = 2
                            else:
                                trityp = 4
        return trityp

class TritypeTest(unittest.TestCase):
    def test_0(self): # Sides form any triangle
        result = TritypeWrongIf2.tritype(3, 4, 5)
        self.assertEqual(1, result)

    def test_1(self): # Sides form an isosceles triangle with i == j
        result = TritypeWrongIf2.tritype(2, 2, 3)
        self.assertEqual(2, result)

    def test_2(self): # Sides form an isosceles triangle with i == k
        result = TritypeWrongIf2.tritype(2, 3, 2)
        self.assertEqual(2, result)

    def test_3(self): # Sides form an isosceles triangle with j == k
        result = TritypeWrongIf2.tritype(3, 2, 2)
        self.assertEqual(2, result)

    def test_4(self): # Sides form an equilateral triangle
        result = TritypeWrongIf2.tritype(2, 2, 2)
        self.assertEqual(3, result)

    def test_5(self): # Sides do not form a triangle
        result = TritypeWrongIf2.tritype(2, 1, 2)
        self.assertEqual(4, result)

    def test_6(self): # One side is 0
        result = TritypeWrongIf2.tritype(0, 2, 3)
        self.assertEqual(4, result)

    def test_7(self): # Two sides are 0
        result = TritypeWrongIf2.tritype(0, 0, 3)
        self.assertEqual(4, result)

    def test_8(self): # All sides are 0
        result = TritypeWrongIf2.tritype(0, 0, 0)
        self.assertEqual(4, result)


if __name__ == '__main__':
    unittest.main()"
Heron2.py,"import unittest

class Heron2:
    @staticmethod
    def heron(i, j, k):
        trityp = 0
        s = (i + j + k) / 2
        
        if i == 0 or j == 0 or k == 0:
            trityp = 4
            return 0
        else:
            trityp = 0
            if i == j:
                trityp += 1
            if i == k:
                trityp += 2
            if j == k:
                trityp += 3
                
            if trityp == 0:
                if (i + j) <= k or (j + k) <= i or (i + k) <= j:
                    trityp = 4
                    return -1
                else:
                    trityp = 1  # any triangle
                    return s * (s - i) * (s - k) * (s - k)  # return s*(s-i)*(s-j)*(s-k)
            else:
                if trityp > 3:  # equilateral
                    trityp = 3
                    return (3 * i * i * i * i) // 16
                else:
                    if trityp == 1 and (i + j) > k:  # isosceles
                        trityp = 2
                        # i == j
                        return s * (s - i) * (s - i) * (s - k)
                    else:
                        if trityp == 2 and (i + k) > j:
                            trityp = 2
                            # i == k
                            return s * (s - i) * (s - j) * (s - i)
                        else:
                            if trityp == 3 and (j + k) > i:
                                trityp = 2
                                # j == k
                                return s * (s - i) * (s - j) * (s - j)
                            else:
                                trityp = 4
                                return -1

class HeronTest(unittest.TestCase):
    def test_0(self): # scalene triangle
        result = Heron.heron(5, 12, 13)

    def test_1(self): # equilateral triangle
        result = Heron2.heron(3, 3, 3)
        self.assertEqual(20, result)

    def test_2(self): # isosceles triangle
        result = Heron2.heron(3, 4, 3)
        self.assertEqual(20, result)

    def test_3(self): # isosceles triangle
        result = Heron2.heron(4, 3, 3)
        self.assertEqual(20, result)

    def test_4(self): # isosceles triangle
        result = Heron2.heron(3, 3, 4)
        self.assertEqual(20, result)

    def test_5(self): # invalid triangle
        result = Heron2.heron(1, 2, 6)
        self.assertEqual(-1, result)

    def test_6(self): # invalid triangle
        result = Heron2.heron(0, 0, 0)
        self.assertEqual(0, result)

    def test_7(self): # equilateral triangle
        result = Heron.heron(5, 5, 5)
        self.assertEqual(75, result)

    def test_8(self): # isosceles triangle
        result = Heron.heron(10, 12, 10)
        self.assertEqual(600, result)

    
if __name__ == '__main__':
    unittest.main()
"
HeronWrongIf1.py,"import unittest

class HeronWrongIf1:
    @staticmethod
    def heron(i, j, k):
        trityp = 0
        s = (i + j + k) / 2
        res = 0
        
        if i == 0 or j == 0 or k == 0:
            trityp = 4
            res = 0
        else:
            trityp = 0
            
            if i == j:
                trityp += 1
            if i == k:
                trityp += 2
            if j != k:  # (j == k)
                trityp += 3
                
            if trityp == 0:
                if (i + j) <= k or (j + k) <= i or (i + k) <= j:
                    trityp = 4
                    res = -1
                else:
                    trityp = 1  # any triangle
                    res = s*(s-i)*(s-j)*(s-k)
            else:
                if trityp > 3:  # equilateral
                    trityp = 3
                    res = (3*i*i*i*i)/16
                else:
                    if trityp == 1 and (i + j) > k:  # isosceles
                        trityp = 2
                        # i == j
                        res = s*(s-i)*(s-i)*(s-k)
                    else:
                        if trityp == 2 and (i + k) > j:
                            trityp = 2
                            # i == k
                            res = s*(s-i)*(s-j)*(s-i)
                        else:
                            if trityp == 3 and (j + k) > i:
                                trityp = 2
                                # j == k
                                res = s*(s-i)*(s-j)*(s-j)
                            else:
                                trityp = 4
                                res = -1
        return res

class HeronTest(unittest.TestCase):
    def test_0(self): # scalene triangle
        result = HeronWrongIf1.heron(5, 12, 13)

    def test_1(self): # equilateral triangle
        result = HeronWrongIf1.heron(3, 3, 3)
        self.assertEqual(20, result)

    def test_2(self): # isosceles triangle
        result = HeronWrongIf1.heron(3, 4, 3)
        self.assertEqual(20, result)

    def test_3(self): # isosceles triangle
        result = HeronWrongIf1.heron(4, 3, 3)
        self.assertEqual(20, result)

    def test_4(self): # isosceles triangle
        result = HeronWrongIf1.heron(3, 3, 4)
        self.assertEqual(20, result)

    def test_5(self): # invalid triangle
        result = HeronWrongIf1.heron(1, 2, 6)
        self.assertEqual(-1, result)

    def test_6(self): # invalid triangle
        result = HeronWrongIf1.heron(0, 0, 0)
        self.assertEqual(0, result)

    def test_7(self): # equilateral triangle
        result = HeronWrongIf1.heron(5, 5, 5)
        self.assertEqual(75, result)

    def test_8(self): # isosceles triangle
        result = HeronWrongIf1.heron(10, 12, 10)
        self.assertEqual(600, result)  


if __name__ == '__main__':
    unittest.main()"
HeronWrongIf2.py,"import unittest

class HeronWrongIf2:
    @staticmethod
    def heron(i, j, k):
        trityp = 0
        s = (i + j + k) / 2
        res = 0
        
        if i == 0 and j == 0 and k == 0:  # (i == 0 or j == 0 or k == 0)
            trityp = 4
            return 0
        else:
            trityp = 0
            if i == j:
                trityp += 1
            if i == k:
                trityp += 2
            if j == k:
                trityp += 3
                
            if trityp == 0:
                if (i + j) <= k or (j + k) <= i or (i + k) <= j:
                    trityp = 4
                    return -1
                else:
                    trityp = 1  # any triangle
                    return s * (s - i) * (s - j) * (s - k)
            else:
                if trityp > 3:  # equilateral
                    trityp = 3
                    return (3 * i * i * i * i) / 16
                else:
                    if trityp == 1 and (i + j) > k:  # isosceles
                        trityp = 2
                        # i == j
                        res = s * (s - i) * (s - i) * (s - k)
                    else:
                        if trityp == 2 and (i + k) > j:
                            trityp = 2
                            # i == k
                            res = s * (s - i) * (s - j) * (s - i)
                        else:
                            if trityp == 3 and (j + k) > i:
                                trityp = 2
                                # j == k
                                res = s * (s - i) * (s - j) * (s - j)
                            else:
                                trityp = 4
                                res = -1
        return res
    
class HeronTest(unittest.TestCase):
    def test_0(self): # scalene triangle
        result = HeronWrongIf2.heron(5, 12, 13)

    def test_1(self): # equilateral triangle
        result = HeronWrongIf2.heron(3, 3, 3)
        self.assertEqual(20, result)

    def test_2(self): # isosceles triangle
        result = HeronWrongIf2.heron(3, 4, 3)
        self.assertEqual(20, result)

    def test_3(self): # isosceles triangle
        result = HeronWrongIf2.heron(4, 3, 3)
        self.assertEqual(20, result)

    def test_4(self): # isosceles triangle
        result = HeronWrongIf2.heron(3, 3, 4)
        self.assertEqual(20, result)

    def test_5(self): # invalid triangle
        result = HeronWrongIf2.heron(1, 2, 6)
        self.assertEqual(-1, result)

    def test_6(self): # invalid triangle
        result = HeronWrongIf2.heron(0, 0, 0)
        self.assertEqual(0, result)

    def test_7(self): # equilateral triangle
        result = HeronWrongIf2.heron(5, 5, 5)
        self.assertEqual(75, result)

    def test_8(self): # isosceles triangle
        result = HeronWrongIf2.heron(10, 12, 10)
        self.assertEqual(600, result)  

    
if __name__ == '__main__':
    unittest.main()"
HeronWrongIf3.py,"import unittest

class HeronWrongIf3:
    @staticmethod
    def heron(i, j, k):
        trityp = 0
        s = (i + j + k) / 2
        res = 0
        
        if i == 0 or j == 0 or k == 0:
            trityp = 4
            return 0
        else:
            trityp = 0
            if i == j:
                trityp += 1
            if i == k:
                trityp += 2
            if j == k:
                trityp += 3
                
            if trityp == 0:
                if (i + j) <= k and ((j + k) <= i or (i + k) <= j):  # if ((i+j) <= k or ((j+k) <= i or (i+k) <= j))
                    trityp = 4
                    return -1
                else:
                    trityp = 1  # any triangle
                    return s * (s - i) * (s - j) * (s - k)
            else:
                if trityp > 3:  # equilateral
                    trityp = 3
                    return (3 * i * i * i * i) / 16
                else:
                    if trityp == 1 and (i + j) > k:  # isosceles
                        trityp = 2
                        # i==j
                        res = s * (s - i) * (s - i) * (s - k)
                    else:
                        if trityp == 2 and (i + k) > j:
                            trityp = 2
                            # i==k
                            res = s * (s - i) * (s - j) * (s - i)
                        else:
                            if trityp == 3 and (j + k) > i:
                                trityp = 2
                                # j==k
                                res = s * (s - i) * (s - j) * (s - j)
                            else:
                                trityp = 4
                                res = -1

        return res

class HeronTest(unittest.TestCase):
    def test_0(self): # scalene triangle
        result = HeronWrongIf3.heron(5, 12, 13)

    def test_1(self): # equilateral triangle
        result = HeronWrongIf3.heron(3, 3, 3)
        self.assertEqual(20, result)

    def test_2(self): # isosceles triangle
        result = HeronWrongIf3.heron(3, 4, 3)
        self.assertEqual(20, result)

    def test_3(self): # isosceles triangle
        result = HeronWrongIf3.heron(4, 3, 3)
        self.assertEqual(20, result)

    def test_4(self): # isosceles triangle
        result = HeronWrongIf3.heron(3, 3, 4)
        self.assertEqual(20, result)

    def test_5(self): # invalid triangle
        result = HeronWrongIf3.heron(1, 2, 6)
        self.assertEqual(-1, result)

    def test_6(self): # invalid triangle
        result = HeronWrongIf3.heron(0, 0, 0)
        self.assertEqual(0, result)

    def test_7(self): # equilateral triangle
        result = HeronWrongIf3.heron(5, 5, 5)
        self.assertEqual(75, result)

    def test_8(self): # isosceles triangle
        result = HeronWrongIf3.heron(10, 12, 10)
        self.assertEqual(600, result)      

if __name__ == '__main__':
    unittest.main()"
Heron.py,"""""""
    This program computes the square of the area of a triangle using the Heron formula.
    It uses a specific formula to compute the area when the triangle is equilateral
    and uses some variations of the Heron formula when the triangle is isosceles.
    We assume that the sum of the sides is even to guarantee that the expression (i+j+k)/2 used in Heron formula is an integer.
    
    This example illustrates the case of a program with numerical computations
""""""
import unittest

class Heron:
    """"""
    requires 
    (i==3 && j==4 && k==3);
	ensures
	(res == 20);
    """"""
    @staticmethod
    def heron(i, j, k):
        trityp = 0
        res = 0
        s = (i + j + k) / 2

        if i == 0 or j == 0 or k == 0:
            trityp = 4
            res = 0
        else:
            trityp = 0

            if i == j:
                trityp += 1
            if i == k:
                trityp += 2
            if j == k:
                trityp += 3

            if trityp == 0:
                if (i + j) <= k or (j + k) <= i or (i + k) <= j:
                    trityp = 4
                    res = -1
                else:
                    trityp = 1  # any triangle
                    res = s * (s - i) * (s - j) * (s - k)
            else:
                if trityp > 3:  # equilateral
                    trityp = 3
                    res = (3 * i * i * i * i) // 16
                else:
                    if trityp == 1 and (i + j) > k:  # isosceles
                        trityp = 2
                        # i == j
                        res = s * (s - i) * (s - i) * (s - k)
                    else:
                        if trityp == 2 and (i + k) > j:
                            trityp = 2
                            # i == k
                            res = s * (s - i) * (s - j) * (s - j)  # the instruction should be : res = s*(s-i)*(s-j)*(s-i)
                        else:
                            if trityp == 3 and (j + k) > i:
                                trityp = 2
                                # j == k
                                res = s * (s - i) * (s - j) * (s - j)
                            else:
                                trityp = 4
                                res = -1

        return res


class HeronTest(unittest.TestCase):
    def test_0(self): # valid equilateral triangle
        result = Heron.heron(3, 3, 3)
        self.assertEqual(20, result)

    def test_1(self): # valid isosceles triangle with i == j
        result = Heron.heron(3, 3, 4)
        self.assertEqual(20, result)

    def test_2(self): # valid isosceles triangle with j == k
        result = Heron.heron(4, 3, 3)
        self.assertEqual(20, result)

    def test_3(self): # valid isosceles triangle with i == k
        result = Heron.heron(3, 4, 3)
        self.assertEqual(20, result)

    def test_4(self): # valid scalene triangle
        result = Heron.heron(3, 4, 5)
        self.assertEqual(60, result)

    def test_5(self): # invalid triangle, sum of two sides is less than the third side
        result = Heron.heron(1, 2, 6)
        self.assertEqual(-1, result)

    def test_6(self): # invalid triangle, zero side lengths
        result = Heron.heron(0, 0, 0)
        self.assertEqual(0, result)

    def test_7(self): # invalid triangle, one side length is zero
        result = Heron.heron(0, 2, 3)
        self.assertEqual(0, result)

    def test_8(self): # invalid triangle, two side lengths are zero
        result = Heron.heron(0, 0, 3)
        self.assertEqual(0, result)
    

if __name__ == '__main__':
    unittest.main()

"
AbsMinus2.py,"
import unittest
class AbsMinus2:
    @staticmethod
    def absM(i, j):
        result = 0
        k = 1  # error in the assignment: k = 1 instead of k = 0

        if i <= j:
            k = k + 1

        if k == 1 and i != j:
            result = j - i
        else:
            result = i - j

        return result
    
# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinus2.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinus2.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinus2.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinus2.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinus2.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinus2.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinus2.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinus2.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinus2.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()
"
